epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,21122.4,1.43259,1.92442,1.77259,0.6221,0.53941,0.57585,0.33455,1.57063,1.57414,1.83832,0.000229,0.000229,0.000229
34,21755.9,1.43865,1.8949,1.77008,0.62694,0.5556,0.58877,0.3454,1.55977,1.54216,1.82178,0.000216625,0.000216625,0.000216625
35,22382.7,1.43052,1.89759,1.76899,0.61976,0.58183,0.59601,0.34435,1.56346,1.53397,1.82987,0.00020425,0.00020425,0.00020425
36,23035,1.42135,1.8721,1.76029,0.61365,0.58348,0.60097,0.35483,1.54867,1.5086,1.8132,0.000191875,0.000191875,0.000191875
37,23682.3,1.43163,1.87962,1.76738,0.61386,0.58413,0.60632,0.35368,1.56087,1.50259,1.82222,0.0001795,0.0001795,0.0001795
38,24340.3,1.4203,1.86216,1.75577,0.64365,0.57925,0.60736,0.36057,1.54091,1.49285,1.79729,0.000167125,0.000167125,0.000167125
39,24980.7,1.41676,1.85306,1.75008,0.6664,0.56365,0.60426,0.3584,1.55398,1.486,1.81173,0.00015475,0.00015475,0.00015475
40,25617.8,1.41597,1.82542,1.75665,0.64555,0.57149,0.60368,0.3606,1.54158,1.48692,1.80063,0.000142375,0.000142375,0.000142375
41,26242.9,1.40962,1.46083,1.74969,0.65402,0.57349,0.60805,0.35543,1.55687,1.49016,1.82458,0.00013,0.00013,0.00013
42,26866.6,1.38575,1.40157,1.72794,0.6783,0.56731,0.61509,0.35596,1.55385,1.47678,1.82078,0.000117625,0.000117625,0.000117625
43,27492.4,1.37094,1.3671,1.71471,0.66823,0.58822,0.61615,0.35995,1.55299,1.47306,1.81172,0.00010525,0.00010525,0.00010525
44,28117,1.35836,1.33877,1.7089,0.65777,0.57394,0.61669,0.36215,1.5392,1.45357,1.80514,9.2875e-05,9.2875e-05,9.2875e-05
45,28740.7,1.34568,1.32199,1.69725,0.63869,0.59549,0.61769,0.3659,1.53741,1.44566,1.80211,8.05e-05,8.05e-05,8.05e-05
46,29362.7,1.35036,1.29761,1.69627,0.64398,0.5929,0.62072,0.36548,1.542,1.45043,1.80146,6.8125e-05,6.8125e-05,6.8125e-05
47,29985.2,1.3338,1.27938,1.68068,0.6725,0.57843,0.62001,0.36555,1.54162,1.43663,1.79958,5.575e-05,5.575e-05,5.575e-05
48,30607.5,1.32832,1.27274,1.67175,0.65668,0.59745,0.62521,0.36881,1.53704,1.42325,1.79277,4.3375e-05,4.3375e-05,4.3375e-05
49,31230.4,1.32327,1.25515,1.66572,0.66346,0.58642,0.62312,0.36613,1.53647,1.42931,1.79677,3.1e-05,3.1e-05,3.1e-05
50,31861,1.31503,1.23853,1.66342,0.69133,0.5849,0.62463,0.36891,1.53657,1.41909,1.79336,1.8625e-05,1.8625e-05,1.8625e-05
