epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,21039.9,1.46608,2.05677,1.80287,0.59757,0.50287,0.52242,0.30083,1.58622,1.72393,1.80854,0.00025375,0.00025375,0.00025375
32,21718.3,1.47463,2.0647,1.80775,0.58851,0.51954,0.5445,0.30869,1.5777,1.66652,1.79912,0.000241375,0.000241375,0.000241375
33,22397.3,1.45804,2.03242,1.79598,0.6316,0.52097,0.55015,0.31417,1.59376,1.64386,1.81936,0.000229,0.000229,0.000229
34,23079.3,1.46421,2.0071,1.79464,0.60465,0.53259,0.55205,0.31948,1.58525,1.62891,1.79556,0.000216625,0.000216625,0.000216625
35,23757.7,1.45847,2.01227,1.79354,0.6649,0.49725,0.55103,0.31305,1.57732,1.63857,1.80775,0.00020425,0.00020425,0.00020425
36,24435.3,1.44851,1.98697,1.78413,0.62846,0.52124,0.5587,0.32114,1.58321,1.59839,1.80753,0.000191875,0.000191875,0.000191875
37,25112.1,1.45663,1.99086,1.78756,0.62953,0.52496,0.56581,0.32514,1.57189,1.59898,1.79152,0.0001795,0.0001795,0.0001795
38,25789.4,1.44906,1.97351,1.77944,0.59843,0.55374,0.5631,0.32961,1.56549,1.60951,1.77832,0.000167125,0.000167125,0.000167125
39,26471.4,1.44702,1.96208,1.77471,0.67472,0.52076,0.56935,0.33025,1.56421,1.59202,1.77357,0.00015475,0.00015475,0.00015475
40,27153,1.44354,1.9391,1.77945,0.62975,0.54184,0.57292,0.33133,1.57008,1.57881,1.77657,0.000142375,0.000142375,0.000142375
41,27829.7,1.44109,1.60893,1.7538,0.65162,0.54819,0.57801,0.3354,1.55491,1.56796,1.77727,0.00013,0.00013,0.00013
42,28499.2,1.41857,1.53335,1.72712,0.69625,0.52971,0.58279,0.33962,1.54777,1.5596,1.76496,0.000117625,0.000117625,0.000117625
43,29168.5,1.4028,1.49693,1.71762,0.6494,0.55029,0.5839,0.34189,1.55186,1.54226,1.76723,0.00010525,0.00010525,0.00010525
44,29836.3,1.39383,1.4655,1.70851,0.68281,0.53237,0.58412,0.3437,1.5485,1.52071,1.76546,9.2875e-05,9.2875e-05,9.2875e-05
45,30502,1.38569,1.45389,1.70204,0.67583,0.53048,0.58306,0.34572,1.54341,1.51761,1.75534,8.05e-05,8.05e-05,8.05e-05
46,31170.1,1.3767,1.42237,1.68963,0.64975,0.54532,0.58891,0.34703,1.55083,1.52249,1.75631,6.8125e-05,6.8125e-05,6.8125e-05
47,31838.3,1.37236,1.40222,1.68088,0.61839,0.56393,0.58612,0.34731,1.5547,1.51757,1.75608,5.575e-05,5.575e-05,5.575e-05
48,32503.9,1.35895,1.39107,1.67109,0.63319,0.55301,0.58701,0.34777,1.55554,1.5082,1.75489,4.3375e-05,4.3375e-05,4.3375e-05
49,33170.1,1.36007,1.3815,1.66551,0.60979,0.56838,0.58747,0.34477,1.55602,1.50376,1.75332,3.1e-05,3.1e-05,3.1e-05
50,33837.4,1.35443,1.36561,1.66402,0.62051,0.5597,0.59043,0.34663,1.55246,1.49733,1.75498,1.8625e-05,1.8625e-05,1.8625e-05
