epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,31665.6,2.86951,4.1389,3.37147,0.54482,0.54155,0.53325,0.31406,3.10992,3.22535,3.37861,0.000191875,0.000191875,0.000191875
37,32563.1,2.82844,4.10591,3.3603,0.53955,0.53601,0.54157,0.31911,3.08942,3.21086,3.38119,0.0001795,0.0001795,0.0001795
38,33446.3,2.84411,4.05167,3.34774,0.55821,0.53275,0.54662,0.31934,3.10942,3.18822,3.3796,0.000167125,0.000167125,0.000167125
39,34349.9,2.81839,4.03746,3.33998,0.56198,0.54318,0.54705,0.32335,3.09929,3.15062,3.37402,0.00015475,0.00015475,0.00015475
40,35256,2.81098,4.02816,3.33888,0.5583,0.56112,0.54679,0.32257,3.11149,3.17997,3.39025,0.000142375,0.000142375,0.000142375
41,36148.3,2.85227,3.21535,3.3048,0.56237,0.54758,0.54509,0.32016,3.11403,3.17884,3.40585,0.00013,0.00013,0.00013
42,37031.9,2.79054,3.08828,3.26964,0.56932,0.54477,0.54893,0.32683,3.07428,3.16311,3.38048,0.000117625,0.000117625,0.000117625
43,37927.8,2.78066,2.99842,3.25099,0.56329,0.54417,0.55799,0.33047,3.09741,3.15078,3.38556,0.00010525,0.00010525,0.00010525
44,39019.1,2.74979,2.92685,3.21388,0.58966,0.54207,0.56132,0.32969,3.09302,3.12053,3.3777,9.2875e-05,9.2875e-05,9.2875e-05
45,39905.4,2.75019,2.88361,3.21446,0.59487,0.53842,0.56407,0.33231,3.09288,3.11427,3.38976,8.05e-05,8.05e-05,8.05e-05
46,40792.1,2.72349,2.84702,3.19556,0.61412,0.53963,0.56352,0.33351,3.0958,3.0938,3.3859,6.8125e-05,6.8125e-05,6.8125e-05
47,41666.2,2.72029,2.81568,3.18452,0.6023,0.5403,0.5701,0.33536,3.086,3.1002,3.35943,5.575e-05,5.575e-05,5.575e-05
48,42486,2.69102,2.78097,3.16707,0.60439,0.5514,0.57173,0.336,3.09401,3.08882,3.37826,4.3375e-05,4.3375e-05,4.3375e-05
49,43297.1,2.69616,2.76901,3.16085,0.60525,0.5494,0.57088,0.3384,3.09071,3.07805,3.37598,3.1e-05,3.1e-05,3.1e-05
50,44099.3,2.67296,2.74667,3.15984,0.59894,0.54856,0.56881,0.33478,3.10236,3.07626,3.38268,1.8625e-05,1.8625e-05,1.8625e-05
